gene_id	cluster_id	cluster_size	dup_status
scaffold_500423.1	C000076	29	duplicate
scaffold_702642.1	C000076	29	duplicate
scaffold_703737.1	C000076	29	duplicate
Al_scaffold_0006_2726	C000076	29	duplicate
fgenesh1_pg.C_scaffold_7002157	C000076	29	duplicate
scaffold_201490.1	C000076	29	duplicate
Al_scaffold_0003_3910	C000076	29	duplicate
scaffold_304320.1	C000076	29	duplicate
fgenesh1_pg.C_scaffold_6002623	C000076	29	duplicate
fgenesh1_pg.C_scaffold_4002162	C000077	29	duplicate
scaffold_402807.1	C000077	29	duplicate
scaffold_402808.1	C000077	29	duplicate
scaffold_701361.1	C000077	29	duplicate
Al_scaffold_0004_664	C000077	29	duplicate
Al_scaffold_0007_1229	C000077	29	duplicate
fgenesh1_pg.C_scaffold_5000947	C000077	29	duplicate
fgenesh2_kg.7__1297__AT4G28920.1	C000077	29	duplicate
fgenesh2_kg.7__2294__AT4G20095.3	C000077	29	duplicate
scaffold_803079.1	C000077	29	duplicate
Al_scaffold_0005_1214	C000077	29	duplicate
fgenesh1_pg.C_scaffold_7001000	C000077	29	duplicate
fgenesh1_pg.C_scaffold_7001001	C000077	29	duplicate
scaffold_701285.1	C000077	29	duplicate
Al_scaffold_0003_2193	C000077	29	duplicate
Al_scaffold_0003_2201	C000077	29	duplicate
Al_scaffold_0005_1208	C000077	29	duplicate
Al_scaffold_0005_1216	C000077	29	duplicate
fgenesh1_pm.C_scaffold_3002929	C000077	29	duplicate
scaffold_402811.1	C000077	29	duplicate
Al_scaffold_0004_1516	C000077	29	duplicate
scaffold_102167.1	C000077	29	duplicate
scaffold_102177.1	C000077	29	duplicate
scaffold_400715.1	C000077	29	duplicate
scaffold_703475.1	C000077	29	duplicate
scaffold_801709.1	C000077	29	duplicate
fgenesh1_pm.C_scaffold_8001942	C000077	29	duplicate
scaffold_702643.1	C000077	29	duplicate
scaffold_703454.1	C000077	29	duplicate
Al_scaffold_0001_2665	C000078	29	duplicate
fgenesh1_pg.C_scaffold_7001869	C000078	29	duplicate
fgenesh1_pg.C_scaffold_8000425	C000078	29	duplicate
fgenesh1_pm.C_scaffold_8000301	C000078	29	duplicate
fgenesh2_kg.1__1272__AT1G11770.1	C000078	29	duplicate
fgenesh2_kg.1__2732__AT1G26420.1	C000078	29	duplicate
fgenesh2_kg.1__2733__AT1G26410.1	C000078	29	duplicate
fgenesh2_kg.1__2734__AT1G26390.1	C000078	29	duplicate
fgenesh2_kg.1__2735__AT1G26380.1	C000078	29	duplicate
fgenesh2_kg.1__30__AT1G01980.1	C000078	29	duplicate
fgenesh2_kg.1__3258__AT1G30730.1	C000078	29	duplicate
fgenesh2_kg.1__3261__AT1G30760.1	C000078	29	duplicate
fgenesh2_kg.1__3558__AT1G34575.1	C000078	29	duplicate
fgenesh2_kg.7__2235__AT4G20840.1	C000078	29	duplicate
fgenesh2_kg.7__2236__AT4G20830.1	C000078	29	duplicate
fgenesh2_kg.7__2239__AT4G20800.1	C000078	29	duplicate
fgenesh2_kg.8__361__AT5G44410.1	C000078	29	duplicate
fgenesh2_kg.8__362__AT5G44400.1	C000078	29	duplicate
fgenesh2_kg.8__366__AT5G44360.1	C000078	29	duplicate
scaffold_103419.1	C000078	29	duplicate
scaffold_103420.1	C000078	29	duplicate
scaffold_103421.1	C000078	29	duplicate
scaffold_103423.1	C000078	29	duplicate
scaffold_402067.1	C000078	29	duplicate
scaffold_402068.1	C000078	29	duplicate
scaffold_702342.1	C000078	29	duplicate
scaffold_800559.1	C000078	29	duplicate
scaffold_800562.1	C000078	29	duplicate
scaffold_800568.1	C000078	29	duplicate
Al_scaffold_0001_5285	C000079	29	duplicate
fgenesh1_pm.C_scaffold_2000424	C000079	29	duplicate
fgenesh2_kg.1__4819__AT4G08025.1	C000079	29	duplicate
fgenesh2_kg.2__594__AT1G57760.1	C000079	29	duplicate
fgenesh2_kg.2__596__AT4G08025.1	C000079	29	duplicate
fgenesh2_kg.2__601__AT3G44117.1	C000079	29	duplicate
fgenesh2_kg.8__538__AT5G42955.1	C000079	29	duplicate
fgenesh2_kg.8__562__AT5G42955.1	C000079	29	duplicate
scaffold_105713.1	C000079	29	duplicate
scaffold_105714.1	C000079	29	duplicate
scaffold_105715.1	C000079	29	duplicate
scaffold_105716.1	C000079	29	duplicate
scaffold_105717.1	C000079	29	duplicate
scaffold_105720.1	C000079	29	duplicate
scaffold_200838.1	C000079	29	duplicate
scaffold_200839.1	C000079	29	duplicate
scaffold_200840.1	C000079	29	duplicate
scaffold_200841.1	C000079	29	duplicate
scaffold_200843.1	C000079	29	duplicate
scaffold_200844.1	C000079	29	duplicate
scaffold_200845.1	C000079	29	duplicate
scaffold_800803.1	C000079	29	duplicate
scaffold_800804.1	C000079	29	duplicate
scaffold_800805.1	C000079	29	duplicate
scaffold_800806.1	C000079	29	duplicate
scaffold_800808.1	C000079	29	duplicate
scaffold_800810.1	C000079	29	duplicate
scaffold_800953.1	C000079	29	duplicate
scaffold_800809.1	C000079	29	duplicate
Al_scaffold_0002_198	C000080	29	duplicate
Al_scaffold_0006_1341	C000080	29	duplicate
Al_scaffold_0008_968	C000080	29	duplicate
fgenesh1_pm.C_scaffold_1001073	C000080	29	duplicate
fgenesh1_pm.C_scaffold_2001783	C000080	29	duplicate
fgenesh2_kg.2__2142__AT1G78490.1	C000080	29	duplicate
scaffold_105411.1	C000080	29	duplicate
scaffold_500918.1	C000080	29	duplicate
scaffold_600542.1	C000080	29	duplicate
fgenesh2_kg.1__2141__AT1G19630.1	C000080	29	duplicate
fgenesh2_kg.5__709__AT3G30180.1	C000080	29	duplicate
Al_scaffold_0008_326	C000080	29	duplicate
fgenesh1_pm.C_scaffold_3001168	C000080	29	duplicate
fgenesh2_kg.3__2143__AT3G19270.1	C000080	29	duplicate
fgenesh2_kg.7__2358__AT4G19230.2	C000080	29	duplicate
fgenesh2_kg.7__2787__AT4G15393.2	C000080	29	duplicate
fgenesh2_kg.7__3518__AT5G38970.1	C000080	29	duplicate
fgenesh2_kg.7__432__AT4G36380.1	C000080	29	duplicate
scaffold_202267.1	C000080	29	duplicate
scaffold_502097.1	C000080	29	duplicate
Al_scaffold_0007_2831	C000080	29	duplicate
fgenesh1_pg.C_scaffold_7002418	C000080	29	duplicate
fgenesh1_pg.C_scaffold_7002421	C000080	29	duplicate
fgenesh1_pm.C_scaffold_5000576	C000080	29	duplicate
fgenesh1_pg.C_scaffold_4002437	C000080	29	duplicate
fgenesh2_kg.1__460__AT1G05160.1	C000080	29	duplicate
fgenesh2_kg.4__1231__AT2G32440.1	C000080	29	duplicate
fgenesh2_kg.4__888__AT2G29090.1	C000080	29	duplicate
fgenesh2_kg.7__3085__AT5G36110.1	C000080	29	duplicate
Al_scaffold_0001_132	C000081	28	duplicate
scaffold_100069.1	C000081	28	duplicate
scaffold_100417.1	C000081	28	duplicate
scaffold_100692.1	C000081	28	duplicate
Al_scaffold_0001_482	C000081	28	duplicate
Al_scaffold_0003_3546	C000081	28	duplicate
Al_scaffold_0004_317	C000081	28	duplicate
Al_scaffold_0005_3237	C000081	28	duplicate
Al_scaffold_0006_3960	C000081	28	duplicate
Al_scaffold_0006_3961	C000081	28	duplicate
fgenesh1_pg.C_scaffold_1000497	C000081	28	duplicate
fgenesh1_pg.C_scaffold_1002023	C000081	28	duplicate
fgenesh1_pg.C_scaffold_3002265	C000081	28	duplicate
fgenesh1_pg.C_scaffold_5001003	C000081	28	duplicate
fgenesh1_pg.C_scaffold_7002507	C000081	28	duplicate
fgenesh1_pm.C_scaffold_3002192	C000081	28	duplicate
fgenesh1_pm.C_scaffold_8001515	C000081	28	duplicate
scaffold_100113.1	C000081	28	duplicate
scaffold_103468.1	C000081	28	duplicate
scaffold_501174.1	C000081	28	duplicate
scaffold_502689.1	C000081	28	duplicate
fgenesh1_pg.C_scaffold_5000318	C000081	28	duplicate
scaffold_801640.1	C000081	28	duplicate
scaffold_103471.1	C000081	28	duplicate
Al_scaffold_0008_798	C000081	28	duplicate
scaffold_500031.1	C000081	28	duplicate
scaffold_703683.1	C000081	28	duplicate
scaffold_100519.1	C000081	28	duplicate
fgenesh2_kg.5__1339__AT3G49870.1	C000082	28	duplicate
scaffold_302751.1	C000082	28	duplicate
scaffold_703652.1	C000082	28	duplicate
Al_scaffold_0001_159	C000082	28	duplicate
Al_scaffold_0005_2107	C000082	28	duplicate
fgenesh1_pm.C_scaffold_6001155	C000082	28	duplicate
fgenesh2_kg.1__2566__AT1G23490.1	C000082	28	duplicate
fgenesh2_kg.1__960__AT1G09180.1	C000082	28	duplicate
fgenesh2_kg.2__1302__AT1G70490.1	C000082	28	duplicate
fgenesh2_kg.2__831__AT3G62290.1	C000082	28	duplicate
fgenesh2_kg.3__261__AT3G03120.1	C000082	28	duplicate
fgenesh2_kg.3__3101__AT2G15310.1	C000082	28	duplicate
fgenesh2_kg.4__2953__AT2G47170.1	C000082	28	duplicate
fgenesh2_kg.4__397__AT2G24765.1	C000082	28	duplicate
fgenesh2_kg.5__2727__AT3G62290.1	C000082	28	duplicate
fgenesh2_kg.6__1703__AT5G17060.1	C000082	28	duplicate
scaffold_100193.1	C000082	28	duplicate
scaffold_101133.1	C000082	28	duplicate
scaffold_200574.1	C000082	28	duplicate
scaffold_304190.1	C000082	28	duplicate
scaffold_503533.1	C000082	28	duplicate
scaffold_604077.1	C000082	28	duplicate
scaffold_701035.1	C000082	28	duplicate
fgenesh2_kg.8__2656__AT5G67560.1	C000082	28	duplicate
fgenesh1_pg.C_scaffold_1004376	C000082	28	duplicate
fgenesh2_kg.8__1105__AT5G52210.2	C000082	28	duplicate
fgenesh2_kg.5__1338__AT3G49860.1	C000082	28	duplicate
scaffold_503393.1	C000082	28	duplicate
fgenesh1_pm.C_scaffold_1002482	C000083	28	duplicate
fgenesh2_kg.6__946__AT5G09890.2	C000083	28	duplicate
scaffold_302814.1	C000083	28	duplicate
scaffold_703184.1	C000083	28	duplicate
Al_scaffold_0003_3987	C000083	28	duplicate
fgenesh1_pg.C_scaffold_3003019	C000083	28	duplicate
fgenesh1_pg.C_scaffold_7003158	C000083	28	duplicate
fgenesh1_pm.C_scaffold_1000262	C000083	28	duplicate
fgenesh1_pm.C_scaffold_2001851	C000083	28	duplicate
fgenesh1_pm.C_scaffold_4001239	C000083	28	duplicate
fgenesh2_kg.1__1794__AT1G16440.1	C000083	28	duplicate
fgenesh2_kg.1__4186__AT1G51170.1	C000083	28	duplicate
fgenesh2_kg.3__1330__AT3G12690.1	C000083	28	duplicate
fgenesh2_kg.3__2312__AT3G20830.1	C000083	28	duplicate
fgenesh2_kg.4__2672__AT2G44830.1	C000083	28	duplicate
fgenesh2_kg.5__1652__AT3G52890.2	C000083	28	duplicate
fgenesh2_kg.6__277__AT5G03640.1	C000083	28	duplicate
fgenesh2_kg.7__1580__AT4G26610.1	C000083	28	duplicate
fgenesh2_kg.8__1489__AT5G55910.1	C000083	28	duplicate
fgenesh2_kg.8__3__AT5G47750.1	C000083	28	duplicate
scaffold_105213.1	C000083	28	duplicate
scaffold_301679.1	C000083	28	duplicate
scaffold_500714.1	C000083	28	duplicate
scaffold_700855.1	C000083	28	duplicate
fgenesh1_pm.C_scaffold_3002233	C000083	28	duplicate
fgenesh1_pm.C_scaffold_5000694	C000083	28	duplicate
fgenesh2_kg.4__1668__AT2G36350.1	C000083	28	duplicate
fgenesh2_kg.4__596__AT2G26700.1	C000083	28	duplicate
Al_scaffold_0005_286	C000084	28	duplicate
fgenesh1_pg.C_scaffold_2001986	C000084	28	duplicate
fgenesh1_pm.C_scaffold_6002431	C000084	28	duplicate
fgenesh2_kg.1__1497__AT1G13860.3	C000084	28	duplicate
fgenesh2_kg.1__2668__AT1G26850.2	C000084	28	duplicate
fgenesh2_kg.1__3113__AT1G29470.1	C000084	28	duplicate
fgenesh2_kg.1__3326__AT1G31850.1	C000084	28	duplicate
fgenesh2_kg.1__3447__AT1G33170.1	C000084	28	duplicate
fgenesh2_kg.1__374__AT1G04430.1	C000084	28	duplicate
fgenesh2_kg.3__2546__AT3G23300.1	C000084	28	duplicate
fgenesh2_kg.4__1432__AT2G34300.1	C000084	28	duplicate
fgenesh2_kg.4__2061__AT2G39750.1	C000084	28	duplicate
fgenesh2_kg.4__2486__AT2G43200.1	C000084	28	duplicate
fgenesh2_kg.4__2773__AT2G45750.1	C000084	28	duplicate
fgenesh2_kg.6__319__AT5G04060.1	C000084	28	duplicate
fgenesh2_kg.6__3628__AT4G00750.1	C000084	28	duplicate
fgenesh2_kg.6__3629__AT4G00740.1	C000084	28	duplicate
fgenesh2_kg.6__540__AT5G06050.1	C000084	28	duplicate
fgenesh2_kg.7__2500__AT4G18030.1	C000084	28	duplicate
fgenesh2_kg.7__2900__AT4G14360.1	C000084	28	duplicate
fgenesh2_kg.8__2413__AT5G64030.1	C000084	28	duplicate
scaffold_102178.1	C000084	28	duplicate
scaffold_202792.1	C000084	28	duplicate
scaffold_301166.1	C000084	28	duplicate
scaffold_402818.1	C000084	28	duplicate
scaffold_502750.1	C000084	28	duplicate
scaffold_601465.1	C000084	28	duplicate
scaffold_702491.1	C000084	28	duplicate
Al_scaffold_0001_1634	C000085	27	duplicate
Al_scaffold_0001_5212	C000085	27	duplicate
Al_scaffold_0002_362	C000085	27	duplicate
Al_scaffold_0003_3986	C000085	27	duplicate
Al_scaffold_0006_2883	C000085	27	duplicate
fgenesh1_pm.C_scaffold_2000241	C000085	27	duplicate
fgenesh1_pm.C_scaffold_2000426	C000085	27	duplicate
fgenesh1_pm.C_scaffold_3002423	C000085	27	duplicate
fgenesh1_pm.C_scaffold_6000667	C000085	27	duplicate
fgenesh1_pm.C_scaffold_6002173	C000085	27	duplicate
scaffold_103797.1	C000085	27	duplicate
scaffold_105639.1	C000085	27	duplicate
scaffold_105640.1	C000085	27	duplicate
scaffold_200412.1	C000085	27	duplicate
scaffold_200413.1	C000085	27	duplicate
scaffold_200414.1	C000085	27	duplicate
scaffold_402905.1	C000085	27	duplicate
scaffold_402906.1	C000085	27	duplicate
scaffold_800967.1	C000085	27	duplicate
scaffold_800968.1	C000085	27	duplicate
scaffold_800969.1	C000085	27	duplicate
scaffold_800970.1	C000085	27	duplicate
scaffold_800972.1	C000085	27	duplicate
scaffold_800975.1	C000085	27	duplicate
scaffold_802544.1	C000085	27	duplicate
Al_scaffold_0002_1139	C000085	27	duplicate
fgenesh1_pm.C_scaffold_8000523	C000085	27	duplicate
Al_scaffold_0001_3468	C000086	27	duplicate
fgenesh1_pg.C_scaffold_5000122	C000086	27	duplicate
fgenesh1_pm.C_scaffold_5000105	C000086	27	duplicate
fgenesh1_pm.C_scaffold_8000220	C000086	27	duplicate
fgenesh2_kg.7__2318__AT4G19850.1	C000086	27	duplicate
fgenesh2_kg.7__2319__AT4G19840.1	C000086	27	duplicate
scaffold_201165.1	C000086	27	duplicate
scaffold_203060.1	C000086	27	duplicate
scaffold_500163.1	C000086	27	duplicate
scaffold_800438.1	C000086	27	duplicate
Al_scaffold_0004_2162	C000086	27	duplicate
fgenesh1_pm.C_scaffold_5000106	C000086	27	duplicate
fgenesh1_pm.C_scaffold_5000107	C000086	27	duplicate
fgenesh2_kg.1__1376__AT1G12710.1	C000086	27	duplicate
fgenesh2_kg.5__141__AT2G02230.1	C000086	27	duplicate
fgenesh2_kg.5__2566__AT3G61060.2	C000086	27	duplicate
scaffold_200234.1	C000086	27	duplicate
scaffold_500162.1	C000086	27	duplicate
scaffold_500168.1	C000086	27	duplicate
scaffold_502385.1	C000086	27	duplicate
scaffold_801654.1	C000086	27	duplicate
fgenesh1_pm.C_scaffold_5000108	C000086	27	duplicate
fgenesh2_kg.1__952__AT1G09155.1	C000086	27	duplicate
scaffold_105584.1	C000086	27	duplicate
scaffold_500161.1	C000086	27	duplicate
fgenesh1_pm.C_scaffold_6001966	C000086	27	duplicate
scaffold_602555.1	C000086	27	duplicate
fgenesh2_kg.5__1447__AT3G51030.1	C000087	27	duplicate
fgenesh2_kg.7__3424__AT5G39950.1	C000087	27	duplicate
scaffold_102205.1	C000087	27	duplicate
scaffold_104231.1	C000087	27	duplicate
scaffold_800800.1	C000087	27	duplicate
fgenesh1_pm.C_scaffold_4001824	C000087	27	duplicate
fgenesh2_kg.1__1243__AT1G11530.1	C000087	27	duplicate
fgenesh2_kg.1__3299__AT1G31020.1	C000087	27	duplicate
fgenesh2_kg.2__1966__AT1G76760.1	C000087	27	duplicate
fgenesh2_kg.2__471__AT1G59730.1	C000087	27	duplicate
fgenesh2_kg.5__1689__AT3G53220.1	C000087	27	duplicate
fgenesh2_kg.6__1628__AT5G16400.1	C000087	27	duplicate
fgenesh2_kg.6__3350__AT4G03520.1	C000087	27	duplicate
scaffold_104121.1	C000087	27	duplicate
scaffold_105116.1	C000087	27	duplicate
scaffold_300978.1	C000087	27	duplicate
scaffold_502788.1	C000087	27	duplicate
fgenesh2_kg.1__292__AT1G03680.1	C000087	27	duplicate
fgenesh2_kg.3__3117__AT2G15570.1	C000087	27	duplicate
fgenesh2_kg.4__1526__AT2G35010.2	C000087	27	duplicate
scaffold_104233.1	C000087	27	duplicate
scaffold_702860.1	C000087	27	duplicate
scaffold_104756.1	C000087	27	duplicate
scaffold_301794.1	C000087	27	duplicate
fgenesh2_kg.3__214__AT3G02730.1	C000087	27	duplicate
scaffold_501885.1	C000087	27	duplicate
fgenesh2_kg.3__689__AT3G06730.1	C000087	27	duplicate
Al_scaffold_0002_2475	C000088	27	duplicate
Al_scaffold_0004_537	C000088	27	duplicate
Al_scaffold_0006_122	C000088	27	duplicate
Al_scaffold_0007_3930	C000088	27	duplicate
fgenesh1_pg.C_scaffold_3003170	C000088	27	duplicate
fgenesh1_pg.C_scaffold_4002509	C000088	27	duplicate
fgenesh1_pm.C_scaffold_2001469	C000088	27	duplicate
fgenesh1_pm.C_scaffold_7000381	C000088	27	duplicate
fgenesh2_kg.1__2108__AT1G19320.1	C000088	27	duplicate
fgenesh2_kg.2__1628__AT1G73620.1	C000088	27	duplicate
fgenesh2_kg.2__1771__AT1G75030.1	C000088	27	duplicate
fgenesh2_kg.4__852__AT2G28790.1	C000088	27	duplicate
fgenesh2_kg.6__2459__AT5G24620.1	C000088	27	duplicate
fgenesh2_kg.6__3119__AT4G11650.1	C000088	27	duplicate
fgenesh2_kg.7__1876__AT4G24180.1	C000088	27	duplicate
fgenesh2_kg.7__3416__AT5G40020.1	C000088	27	duplicate
scaffold_102031.1	C000088	27	duplicate
scaffold_102241.1	C000088	27	duplicate
scaffold_202445.1	C000088	27	duplicate
scaffold_202527.1	C000088	27	duplicate
scaffold_603568.1	C000088	27	duplicate
scaffold_603571.1	C000088	27	duplicate
scaffold_700057.1	C000088	27	duplicate
scaffold_700058.1	C000088	27	duplicate
scaffold_700504.1	C000088	27	duplicate
scaffold_702038.1	C000088	27	duplicate
scaffold_704271.1	C000088	27	duplicate
Al_scaffold_0002_261	C000089	27	duplicate
fgenesh2_kg.1__2863__AT1G24360.1	C000089	27	duplicate
fgenesh2_kg.1__720__AT1G07440.1	C000089	27	duplicate
fgenesh2_kg.3__16__AT3G01980.1	C000089	27	duplicate
fgenesh2_kg.3__3385__AT2G17845.1	C000089	27	duplicate
fgenesh2_kg.5__1944__AT3G55290.1	C000089	27	duplicate
fgenesh2_kg.6__2740__AT1G24360.1	C000089	27	duplicate
fgenesh2_kg.6__541__AT5G06060.1	C000089	27	duplicate
scaffold_300391.1	C000089	27	duplicate
scaffold_601887.1	C000089	27	duplicate
fgenesh1_pm.C_scaffold_1003654	C000089	27	duplicate
fgenesh2_kg.3__514__AT3G05260.1	C000089	27	duplicate
fgenesh2_kg.6__3202__AT4G05530.1	C000089	27	duplicate
fgenesh2_kg.4__895__AT2G29150.1	C000089	27	duplicate
fgenesh2_kg.4__903__AT2G29290.2	C000089	27	duplicate
fgenesh2_kg.4__906__AT2G29310.1	C000089	27	duplicate
fgenesh2_kg.4__910__AT2G29350.1	C000089	27	duplicate
fgenesh2_kg.4__912__AT2G29360.1	C000089	27	duplicate
scaffold_401560.1	C000089	27	duplicate
fgenesh1_pm.C_scaffold_3000293	C000089	27	duplicate
fgenesh2_kg.4__913__AT2G29370.1	C000089	27	duplicate
fgenesh2_kg.1__1096__AT1G10310.1	C000089	27	duplicate
scaffold_401388.1	C000089	27	duplicate
fgenesh1_pm.C_scaffold_6001539	C000089	27	duplicate
fgenesh2_kg.3__608__AT3G06060.1	C000089	27	duplicate
fgenesh2_kg.1__721__AT1G07450.1	C000089	27	duplicate
scaffold_603300.1	C000089	27	duplicate
Al_scaffold_0003_2659	C000090	27	duplicate
Al_scaffold_0006_3536	C000090	27	duplicate
fgenesh1_pm.C_scaffold_3002150	C000090	27	duplicate
fgenesh2_kg.1__1716__AT1G15680.1	C000090	27	duplicate
fgenesh2_kg.1__4085__AT1G49990.1	C000090	27	duplicate
fgenesh2_kg.3__2639__AT3G23950.1	C000090	27	duplicate
scaffold_104718.1	C000090	27	duplicate
scaffold_105703.1	C000090	27	duplicate
scaffold_105707.1	C000090	27	duplicate
scaffold_302961.1	C000090	27	duplicate
scaffold_403603.1	C000090	27	duplicate
scaffold_500484.1	C000090	27	duplicate
scaffold_500643.1	C000090	27	duplicate
scaffold_500644.1	C000090	27	duplicate
scaffold_500792.1	C000090	27	duplicate
scaffold_500793.1	C000090	27	duplicate
scaffold_500845.1	C000090	27	duplicate
scaffold_603313.1	C000090	27	duplicate
scaffold_603319.1	C000090	27	duplicate
scaffold_603320.1	C000090	27	duplicate
scaffold_603672.1	C000090	27	duplicate
scaffold_603784.1	C000090	27	duplicate
scaffold_702329.1	C000090	27	duplicate
scaffold_500791.1	C000090	27	duplicate
scaffold_801245.1	C000090	27	duplicate
scaffold_801246.1	C000090	27	duplicate
scaffold_500852.1	C000090	27	duplicate
fgenesh2_kg.6__597__AT5G06530.1	C000091	27	duplicate
fgenesh1_pg.C_scaffold_8001308	C000091	27	duplicate
fgenesh2_kg.1__4407__AT1G53270.1	C000091	27	duplicate
fgenesh2_kg.3__2329__AT3G21090.1	C000091	27	duplicate
fgenesh2_kg.3__3014__AT2G13610.1	C000091	27	duplicate
fgenesh2_kg.4__1789__AT2G37360.1	C000091	27	duplicate
fgenesh2_kg.4__2015__AT2G39350.1	C000091	27	duplicate
fgenesh2_kg.5__1721__AT3G53510.1	C000091	27	duplicate
fgenesh2_kg.5__1923__AT3G55100.1	C000091	27	duplicate
fgenesh2_kg.5__1924__AT3G55110.1	C000091	27	duplicate
fgenesh2_kg.6__1311__AT5G13580.1	C000091	27	duplicate
fgenesh2_kg.6__1964__AT5G19410.1	C000091	27	duplicate
scaffold_502629.1	C000091	27	duplicate
scaffold_502633.1	C000091	27	duplicate
scaffold_701737.1	C000091	27	duplicate
fgenesh1_pm.C_scaffold_3001111	C000091	27	duplicate
fgenesh1_pm.C_scaffold_7001181	C000091	27	duplicate
fgenesh2_kg.1__1951__AT1G17840.1	C000091	27	duplicate
fgenesh2_kg.1__3317__AT1G31770.1	C000091	27	duplicate
fgenesh2_kg.1__4212__AT1G51460.1	C000091	27	duplicate
fgenesh2_kg.2__1456__AT1G71960.1	C000091	27	duplicate
fgenesh2_kg.5__1589__AT3G52310.1	C000091	27	duplicate
fgenesh2_kg.5__36__AT2G01320.2	C000091	27	duplicate
scaffold_104916.1	C000091	27	duplicate
scaffold_500431.1	C000091	27	duplicate
fgenesh2_kg.4__764__AT2G28070.1	C000091	27	duplicate
scaffold_501569.1	C000091	27	duplicate
Al_scaffold_0004_770	C000092	27	duplicate
Al_scaffold_0004_772	C000092	27	duplicate
Al_scaffold_0004_773	C000092	27	duplicate
Al_scaffold_0005_1091	C000092	27	duplicate
Al_scaffold_0005_1304	C000092	27	duplicate
Al_scaffold_0005_1306	C000092	27	duplicate
Al_scaffold_0005_1310	C000092	27	duplicate
Al_scaffold_0005_1311	C000092	27	duplicate
Al_scaffold_0005_1321	C000092	27	duplicate
Al_scaffold_0005_1435	C000092	27	duplicate
Al_scaffold_0008_10	C000092	27	duplicate
Al_scaffold_0008_9	C000092	27	duplicate
fgenesh1_pg.C_scaffold_5001034	C000092	27	duplicate
fgenesh1_pg.C_scaffold_8002014	C000092	27	duplicate
fgenesh1_pm.C_scaffold_5000621	C000092	27	duplicate
fgenesh2_kg.5__930__AT3G45540.1	C000092	27	duplicate
fgenesh2_kg.7__2331__AT4G19670.2	C000092	27	duplicate
scaffold_400718.1	C000092	27	duplicate
scaffold_401027.1	C000092	27	duplicate
scaffold_501409.1	C000092	27	duplicate
scaffold_501417.1	C000092	27	duplicate
scaffold_501418.1	C000092	27	duplicate
scaffold_501421.1	C000092	27	duplicate
scaffold_400678.1	C000092	27	duplicate
scaffold_501164.1	C000092	27	duplicate
scaffold_501607.1	C000092	27	duplicate
Al_scaffold_0008_2525	C000092	27	duplicate
Al_scaffold_0008_3289	C000093	27	duplicate
scaffold_803224.1	C000093	27	duplicate
fgenesh2_kg.4__2989__AT2G47490.1	C000093	27	duplicate
fgenesh1_pg.C_scaffold_8001140	C000093	27	duplicate
fgenesh1_pm.C_scaffold_4001549	C000093	27	duplicate
fgenesh2_kg.2__2116__AT1G78180.1	C000093	27	duplicate
fgenesh2_kg.5__1777__AT3G53940.1	C000093	27	duplicate
fgenesh2_kg.6__3594__AT4G01100.1	C000093	27	duplicate
fgenesh2_kg.6__60__AT5G01500.1	C000093	27	duplicate
fgenesh1_pg.C_scaffold_3002051	C000093	27	duplicate
fgenesh2_kg.1__2790__AT1G25380.1	C000093	27	duplicate
fgenesh2_kg.6__691__AT5G07320.1	C000093	27	duplicate
fgenesh2_kg.7__1367__AT4G28390.1	C000093	27	duplicate
fgenesh2_kg.7__920__AT4G32400.1	C000093	27	duplicate
scaffold_400694.1	C000093	27	duplicate
scaffold_502697.1	C000093	27	duplicate
scaffold_802831.1	C000093	27	duplicate
fgenesh1_pg.C_scaffold_1002589	C000093	27	duplicate
scaffold_502245.1	C000093	27	duplicate
fgenesh2_kg.8__776__AT5G48970.1	C000093	27	duplicate
fgenesh2_kg.6__1303__AT5G13490.1	C000093	27	duplicate
fgenesh2_kg.7__1627__AT4G26180.1	C000093	27	duplicate
scaffold_101633.1	C000093	27	duplicate
fgenesh2_kg.3__2244__AT3G20240.1	C000093	27	duplicate
fgenesh2_kg.8__1550__AT5G56450.1	C000093	27	duplicate
fgenesh2_kg.3__858__AT3G08580.2	C000093	27	duplicate
fgenesh2_kg.6__1739__AT5G17400.1	C000093	27	duplicate
fgenesh2_kg.7__2399__AT4G18950.1	C000094	26	duplicate
scaffold_400464.1	C000094	26	duplicate
scaffold_701095.1	C000094	26	duplicate
fgenesh2_kg.5__2822__AT3G63260.1	C000094	26	duplicate
Al_scaffold_0003_65	C000094	26	duplicate
fgenesh1_pg.C_scaffold_5001187	C000094	26	duplicate
fgenesh2_kg.2__233__AT1G62400.1	C000094	26	duplicate
fgenesh2_kg.5__538__AT3G27560.1	C000094	26	duplicate
scaffold_703101.1	C000094	26	duplicate
fgenesh2_kg.8__2746__AT5G66710.1	C000094	26	duplicate
fgenesh2_kg.8__891__AT5G50180.1	C000094	26	duplicate
fgenesh1_pg.C_scaffold_5001570	C000094	26	duplicate
fgenesh1_pm.C_scaffold_5001176	C000094	26	duplicate
fgenesh1_pm.C_scaffold_7000030	C000094	26	duplicate
Al_scaffold_0005_2798	C000094	26	duplicate
fgenesh2_kg.3__2690__AT5G58950.1	C000094	26	duplicate
fgenesh2_kg.7__499__AT4G35780.1	C000094	26	duplicate
fgenesh2_kg.8__1834__AT5G58950.1	C000094	26	duplicate
scaffold_302726.1	C000094	26	duplicate
scaffold_304088.1	C000094	26	duplicate
scaffold_403289.1	C000094	26	duplicate
